"","ID","REGION","SUBREGION","COUNTRY","LOCATION","LAT","LON","MONTH","YEAR","DEPTH","SEVERITY_CODE","BLEACHING_SEVERITY","CORAL_FAMILY","CORAL_SPECIES","PERCENTAGE_AFFECTED","BLEACHING_DURATION","MORTALITY_CODE","MORTALITY","RECOVERY_CODE","RECOVERY","SURVEY_TYPE","SURVEY_AREA","WATER_TEMPERATURE","OTHER_FACTORS","REMARKS","SOURCE","REFERENCE_CODE","COUNTRY_CODE"
"56",262,"Africa","Eastern Africa","Mozambique","Coral Garden",-23.7769,35.489,NA,1998,"",2,"Medium","","","","",1,"5-15%",3,"reasonable recovery by re-growth and new recruitment (CORDIO Newsletter 3 May 2001)","","","","","","CORDIO",0,"MOZ"
"57",3910,"Africa","Eastern Africa","Mozambique","Coral Garden (Ponta da Barra), Inhambane",-23.78,35.516,3,1999,"1-5m",1,"Low","","Acropora sp.","<1%","",NA,"",NA,"","Visual assessments and random video photo quadrats","","","","Current bleaching <1%.
A wave cut beach rock platform
exposed to surge and surf at 1-5m
Dominated by tabular staghorn and
soft corals.","Schleyer et al, 1999.  A preliminary assessment of coral bleaching in Mozambique. South African Association for Marine Biological Research Unpublished Report no. 168 PO Box 10712, Marine Parade 4056, Durban, South Africa",14489,"MOZ"
"58",254,"Africa","Eastern Africa","Mozambique","Fernao Veloso Bay",-12.9563,40.5845,NA,1998,"",3,"HIGH","","","","",2,"30%",3,"reasonable recovery by re-growth and new recruitment (CORDIO Newsletter 3 May 2001)","","","","","","CORDIO",0,"MOZ"
"59",760,"Africa","Eastern Africa","Mozambique","Inhaca Island",-26.0036,32.9164,NA,1999,"",1,"Low","","","","",NA,"",NA,"","","","","","bleaching observed early 1999","GCRMN 2000. Chapter 4",0,"MOZ"
"60",2147,"Africa","Eastern Africa","Mozambique","Inhaca Island",-26.05,32.95,NA,1998,"2-6",2,"Medium","","","","",NA,"",NA,"","","","",""," Bleaching has caused near total mortality; quantitative assessment was difficult due to turbidity. Fish were sparse.","ReefBase",9960,"MOZ"
"61",260,"Africa","Eastern Africa","Mozambique","Lighthouse Reef",-21.4923,35.5102,NA,1998,"",2,"Medium","","","","",1,"Little past bleaching, but 10-20% in tidal gullies",3,"reasonable recovery by re-growth and new recruitment (CORDIO Newsletter 3 May 2001)","","","","","","CORDIO",0,"MOZ"
"62",3909,"Africa","Eastern Africa","Mozambique","Lighthouse Reef, Inner Two-Mile Reef",-21.516,35.483,3,1999,"1-3.5m",1,"Low","","","1%","",NA,"",NA,"","Visual assessments and random video photo quadrats","","","","Current bleaching ~1%.
Partially sheltered mixed coral community, 1-3.5 m deep, on the landward side of a fringing rock reef north of Bazaruto lighthouse. Coral
cover and community structure variable according to degree exposure and sedimentation on the reef. This ranged from monospecific outcrops of large staghorn corals to sparse cover of sediment tolerant
faviids and soft corals. Little present or past bleaching. Fish community
commensurately rich and abundant.","Schleyer et al, 1999.  A preliminary assessment of coral bleaching in Mozambique. South African Association for Marine Biological Research Unpublished Report no. 168 PO Box 10712, Marine Parade 4056, Durban, South Africa",14489,"MOZ"
"63",258,"Africa","Eastern Africa","Mozambique","Mafamede Island",-16.4424,39.9611,NA,1998,"",3,"HIGH","","","","",2,"20%",3,"reasonable recovery by re-growth and new recruitment (CORDIO Newsletter 3 May 2001)","","","","","","CORDIO",0,"MOZ"
"64",2219,"Africa","Eastern Africa","Mozambique","Mafamede Island",-16.3333333333333,40,NA,1998,"3-7",1,"Low","","","20","",NA,"",NA,"","","","",""," Minimal bleaching","ReefBase",9960,"MOZ"
"65",3908,"Africa","Eastern Africa","Mozambique","Mafamede Island, Angoche",-16.03,40.05,3,1999,"3-7m",1,"Low","","","<2%","",NA,"",NA,"","Visual assessments and random video photo quadrats","","","","Little evidence (<2%) of current bleaching.","Schleyer et al, 1999.  A preliminary assessment of coral bleaching in Mozambique. South African Association for Marine Biological Research Unpublished Report no. 168 PO Box 10712, Marine Parade 4056, Durban, South Africa",14489,"MOZ"
"66",7275,"Africa","Eastern Africa","Mozambique","Metundo, Quirimbass",-12.14667,40.5725,6,2010,"10 m",-1,"Severity Unknown","","Acropora sp. Pocillaria sp.","","",NA,"",NA,"","","","","","Percentage of live coral bleaching - 5%","Report submitted by Dr. Jerker Tamelander, IUCN.
Source of data : David Obura, Cordio",NA,"MOZ"
"67",261,"Africa","Eastern Africa","Mozambique","Mike's Cupboard",-23.7814,35.5306,NA,1998,"",0,"No Bleaching","","","","",0,"No evidence",NA,"","","","","","","CORDIO",0,"MOZ"
"68",253,"Africa","Eastern Africa","Mozambique","Pemba Bay",-12.2805,40.6033,NA,1998,"",3,"HIGH","","","","",2,"less than 30%",3,"reasonable recovery by re-growth and new recruitment (CORDIO Newsletter 3 May 2001)","","","","","","CORDIO",0,"MOZ"
"69",265,"Africa","Eastern Africa","Mozambique","Pta Torres",-26.0427,33.0087,NA,1998,"",3,"HIGH","","","","",3,"Mortality from recent bleaching c. 90%",3,"reasonable recovery by re-growth and new recruitment (CORDIO Newsletter 3 May 2001)","","","","","","CORDIO",0,"MOZ"
"70",264,"Africa","Eastern Africa","Mozambique","Pta Torres Channel",-25.9557,33.005,NA,1998,"",0,"No Bleaching","","","","",0,"Little evidence of bleaching in 98 but 40% were undergoing (99) bleaching",NA,"","","","","","","CORDIO",0,"MOZ"
"71",256,"Africa","Eastern Africa","Mozambique","Quilalulia Channel",-11.0432,40.6994,NA,1998,"",3,"HIGH","","","","",3,"Heavy mortality",3,"reasonable recovery by re-growth and new recruitment (CORDIO Newsletter 3 May 2001)","","","","","","CORDIO",0,"MOZ"
"72",252,"Africa","Eastern Africa","Mozambique","Sencar",-11.2059,40.6715,NA,1998,"",3,"HIGH","","","","",3,"99%",3,"reasonable recovery by re-growth and new recruitment (CORDIO Newsletter 3 May 2001)","","","","","","CORDIO",0,"MOZ"
"73",255,"Africa","Eastern Africa","Mozambique","Wimbi Beach",-11.5273,40.6275,NA,1998,"",3,"HIGH","","","","",2,"30%, but also COTS",3,"reasonable recovery by re-growth and new recruitment (CORDIO Newsletter 3 May 2001)","","","","","","CORDIO",0,"MOZ"
"74",245,"Africa","Eastern Africa","Somalia","1km west of Raas Cuuda",10.7898,45.979,NA,1998,"",3,"HIGH","","","","",3,"60-100% Millepora and Porites prev dominant now 99% dead",NA,"","","","","","Most coral was dead in obs during Mar 99, related to bleaching","Schleyer,M and Baldwin,R Biodiversity Assesment of the Northern Somali Coast, East of Berbera. IUCN East Africa Programme",12510,"SOM"
"75",246,"Africa","Eastern Africa","Somalia","east of El Girdi",10.56,45.22,NA,1998,"",2,"Medium","","","","",2,"Shallower regions almost entirely dead, more coral had srvived on the outer fringe",NA,"","","","","","Heavy mortality obs on shallow reef in Mar 99 from bleaching some time ago","Schleyer,M and Baldwin,R Biodiversity Assesment of the Northern Somali Coast, East of Berbera. IUCN East Africa Programme",12510,"SOM"
"76",247,"Africa","Eastern Africa","Somalia","west of Berbera lighthouse",10.4343,44.9681,NA,1998,"",1,"Low","","","","",0,"coral cover ranged from 60-100% on offshre reefs",NA,"","","","","","No apparent bleaching associated mortality during Mar 99 survey","Schleyer,M and Baldwin,R Biodiversity Assesment of the Northern Somali Coast, East of Berbera. IUCN East Africa Programme",12510,"SOM"
"77",3986,"Africa","Eastern Africa","South Africa","2 Mile Reef, Sodwana Bay",-27.526,32.688,12,2000,"10-15m",1,"Low","","Refer to Table","1.33%","",0,"",NA,"","Belt transects, 5m long and 1m wide, were used, A 0.5mX1m metal quadrat, subdivided into
10 cmX10 cm squares, was placed at 0.5m intervals along the transects and the
transects were, in turn, placed randomly along the reef’s surface.","","25–27 8C (summer)","","During summer (December) , relatively low numbers of coral taxa (9) and coral colonies (89) were bleached (Table). The soft coral Sarcophyton was the taxon most susceptible to bleaching with 100% colonies severely bleached (71–100% surface area of individual colonies bleached). However, no mortalities of these colonies were recorded. The majority of the remaining taxa were only slightly
bleached (1–30% of individual colonies bleached).
<a href=""http://www.reefbase.org/threats/images/2_mile_sondawa_2000.pdf"" target=""_blank""> Taxon susceptibility to bleaching table </a>","Floros, C.D., M.J. Samways and B. Armstrong, 2004.  Taxonomic patterns of bleaching within a South African coral assemblage. Biodiversity and Conservation 13 (6): 1175-1194",21155,"ZAF"
"78",3987,"Africa","Eastern Africa","South Africa","2 Mile Reef, Sodwana Bay",-27.526,32.688,9,2001,"10-15m",1,"Low","","Refer to Table","4.67%","",1,"",NA,"","Belt transects, 5m long and 1m wide, were used, A 0.5mX1m metal quadrat, subdivided into
10 cmX10 cm squares, was placed at 0.5m intervals along the transects and the
transects were, in turn, placed randomly along the reef’s surface.","","21-23C (winter)","","In contrast to summer (Dec 2000), many more coral taxa and coral colonies were recorded bleached during late summer (march 2001)(21 and 290, respectively) and winter (Sept/Oct 2001) (25 and 557, respectively) (Table). Although the majority of the affected taxa were
recorded in the severely bleached category, mortality was low. Porites was highly susceptible to bleaching, with 75% of the bleached colonies being 71–100% bleached. Of the Alcyonacea, Sarcophyton was the most susceptible taxon to bleaching, with 88% of bleached colonies being severely bleached. Although more coral taxa were bleached during winter than during late summer, there was a marked reduction in the number of taxa that were severely bleached
(Table). However, more taxa suffered mortalities during winter compared to late summer. Sarcophyton was again the most susceptible taxon to bleaching, with 60% of the bleached colonies being severely bleached. 
<a href=""http://www.reefbase.org/threats/images/2_mile_sondawa_2000.pdf"" target=""_blank""> Taxon susceptibility to bleaching table </a>","Floros, C.D., M.J. Samways and B. Armstrong, 2004.  Taxonomic patterns of bleaching within a South African coral assemblage. Biodiversity and Conservation 13 (6): 1175-1194",21155,"ZAF"
"79",3988,"Africa","Eastern Africa","South Africa","2 Mile Reef, Sodwana Bay",-27.526,32.688,3,2001,"10-15m",1,"Low","","Refer to Table","5.67%","",1,"",NA,"","Belt transects, 5m long and 1m wide, were used, A 0.5mX1m metal quadrat, subdivided into
10 cmX10 cm squares, was placed at 0.5m intervals along the transects and the
transects were, in turn, placed randomly along the reef’s surface.","","25–27 8C (Summer)","","In contrast to summer (Dec 2000), many more coral taxa and coral colonies were recorded bleached during late summer (March 2001)(21 and 290, respectively) and winter (Sept/Oct 2001) (25 and 557, respectively) (Table). Although the majority of the affected taxa were
recorded in the severely bleached category, mortality was low. Porites was highly susceptible to bleaching, with 75% of the bleached colonies being 71–100% bleached. Of the Alcyonacea, Sarcophyton was the most susceptible taxon to bleaching, with 88% of bleached colonies being severely bleached.  
<a href=""http://www.reefbase.org/threats/images/2_mile_sondawa_2000.pdf"" target=""_blank""> Taxon susceptibility to bleaching table </a>","Floros, C.D., M.J. Samways and B. Armstrong, 2004.  Taxonomic patterns of bleaching within a South African coral assemblage. Biodiversity and Conservation 13 (6): 1175-1194",21155,"ZAF"
"80",3989,"Africa","Eastern Africa","South Africa","5 Mile Reef, Sodwana Bay",-27.478,32.7017,12,2000,"17-21m",1,"Low","","Refer to Table","3.0%","",NA,"",NA,"","Belt transects, 5m long and 1m wide, were used, A 0.5mX1m metal quadrat, subdivided into
10 cmX10 cm squares, was placed at 0.5m intervals along the transects and the
transects were, in turn, placed randomly along the reef’s surface.","","25–27 8C (Summer)","","Sarcophyton was the most susceptible and frequently encountered bleached taxon during summer, with 46% of its colonies recorded as 100% bleached (Table).
<a href=""http://www.reefbase.org/threats/images/5_mile_sondawa_2000.pdf"" target=""_blank""> Taxon susceptibility to bleaching table </a>","Floros, C.D., M.J. Samways and B. Armstrong, 2004.  Taxonomic patterns of bleaching within a South African coral assemblage. Biodiversity and Conservation 13 (6): 1175-1194",21155,"ZAF"
"81",3990,"Africa","Eastern Africa","South Africa","5 Mile Reef, Sodwana Bay",-27.478,32.7017,3,2001,"17-21m",1,"Low","","Refer to Table","4.2%","",0,"",NA,"","Belt transects, 5m long and 1m wide, were used, A 0.5mX1m metal quadrat, subdivided into
10 cmX10 cm squares, was placed at 0.5m intervals along the transects and the
transects were, in turn, placed randomly along the reef’s surface.","","25–27 8C (Summer)","","Sixteen coral taxa were bleached during late summer (March 2001) (Table). The majority of taxa affected during late summer had colonies that were only slightly or moderately bleached (0–70%), with no mortalities being recorded. The faviids comprised a quarter of the bleached taxa, but the majority of colonies were only slightly bleached. In contrast, Lobophytum appeared to be highly susceptible to bleaching, with 75% of colonies severely affected (71–100%).
<a href=""http://www.reefbase.org/threats/images/5_mile_sondawa_2000.pdf"" target=""_blank""> Taxon susceptibility to bleaching table </a>","Floros, C.D., M.J. Samways and B. Armstrong, 2004.  Taxonomic patterns of bleaching within a South African coral assemblage. Biodiversity and Conservation 13 (6): 1175-1194",21155,"ZAF"
"82",3991,"Africa","Eastern Africa","South Africa","5 Mile Reef, Sodwana Bay",-27.478,32.7017,9,2001,"17-21m",1,"Low","","Refer to Table","1.6%","",NA,"",NA,"","Belt transects, 5m long and 1m wide, were used, A 0.5mX1m metal quadrat, subdivided into
10 cmX10 cm squares, was placed at 0.5m intervals along the transects and the
transects were, in turn, placed randomly along the reef’s surface.","","21-23C (winter)","","Many coral taxa were bleached during winter (24) compared to summer.  The majority of bleached taxa during winter were only slightly
bleached (Table). However, this was the only season in which mortalities were recorded. Most of the bleached taxa were in the Faviidae, but the taxa with the largest proportions of colonies severely bleached were in the Acroporidae. Although no dead Sarcophyton colonies were recorded, fewer live and bleached colonies were seen on the reef during winter, possibly because colonies had died, even
though no remains were observed.
<a href=""http://www.reefbase.org/threats/images/5_mile_sondawa_2000.pdf"" target=""_blank""> Taxon susceptibility to bleaching table </a>","Floros, C.D., M.J. Samways and B. Armstrong, 2004.  Taxonomic patterns of bleaching within a South African coral assemblage. Biodiversity and Conservation 13 (6): 1175-1194",21155,"ZAF"
